puNumber,box_office
121011018,17232366.47
121011019,800069.5
121011113,585.0
121011115,2875257.5
121011118,4814192.0
121011119,3695157.08
121011210,700.0
121011213,12930.0
121011215,1744835.0
121011217,37828028.0
121011218,60703175.9
121011219,4367482.86
121011310,295.0
121011314,2080.0
121011315,1500411.0
121011316,19450.0
121011317,6188067.0
121011318,19748347.41
121011319,4146185.66
121011412,235.0
121011414,550.0
121011415,94000864.1
121011417,614126089.0
121011418,3642053.0
121011511,16150.0
121011515,4321194.6
121011516,9628144.64
121011517,876034229.0
121011518,1015431.51
121011519,81364262.36
121011611,9000.0
121011613,23930.0
121011614,0.0
121011616,121923565.2
121011617,44893740.0
121011618,19027937.7
121011619,3232788.0
121011715,150913371.2
121011716,1307254117.0
121011717,867511365.0
121011718,1262150.5
121011719,5028070.0
121011815,56120.0
121011816,1139585.5
121011817,1639669.0
121011818,549050.0
121011819,2486673.0
121011911,105700.0
121011914,13160.0
121011915,15116062.0
121011916,556796281.8
121011917,1869220.0
121011918,113812868.86
121011919,438116605.55
121012015,13507624.3
121012016,1021426122.0
121012017,24695840.0
121012018,10390929.84
121012019,26259140.07
121012115,2576074.5
121012116,15200296.13
121012117,8292491.0
121012118,6499311.0
121012214,780.0
121012217,15608905.0
121012218,11509082.48
121012316,300.0
121012317,1128682.0
121012318,2511204.99
121012319,327351.5
121012414,2300.0
121012415,1060054283.0
121012417,4856233.0
121012418,5233047.94
121012419,292140.0
121012515,19263437.0
121012517,5517854.0
121012518,5313511.94
121012519,1825288.96
121012613,1360.0
121012615,89271786.0
121012617,12289624.0
121012618,60600270.22
121012712,74100.0
121012715,50601989.9
121012717,4259314.0
121012718,10482832.26
121012719,481552224.42
121012815,630550647.8
121012816,1440.0
121012817,42927213.0
121012818,409187242.27
121012819,264015.0
121012915,54982058.2
121012917,316040320.0
121012918,6494174.71
121012919,4274680.9
121013011,1040.0
121013012,470427.0
121013014,0.0
121013015,5774690.0
121013017,38514546.0
121013018,22783387.32
121013019,5056881.33
121013110,350.0
121013114,1200.0
121013115,744870.5
121013117,2208849.0
121013118,10675007.49
121013119,116550.0
121013210,130.0
121013215,4578468.0
121013216,72701485.46
121013217,88601901.0
121013218,164732068.65
121013219,2265781.29
121013315,4784781.5
121013316,1291533.0
121013317,24310.0
121013318,21164351.34
121013319,12985002.93
121013410,1700.0
121013414,12890.0
121013415,844808.0
121013417,23441120.0
121013418,12093741.91
121013419,1378306.01
121013514,253240.0
121013515,293236641.5
121013517,7616924.0
121013518,5544612.0
121013519,4883153.0
121013615,63238149.9
121013617,303785635.0
121013618,2720472.0
121013619,8523922.5
121013710,168411.0
121013713,260.0
121013715,94940553.4
121013717,466423367.0
121013718,10484019.76
121013719,9702037.67
121013811,2850.0
121013815,91807583.4
121013817,6074068.0
121013818,2597359.0
121013819,944890.0
121013914,2441370.0
121013915,19184783.6
121013917,195110029.0
121013918,14407891.0
121013919,284524397.6
121014011,150.0
121014013,48300.0
121014014,1250.0
121014015,68937290.9
121014017,1327944.0
121014018,719313953.78
121014019,5901733.46
121014115,11516459.3
121014117,19500775.0
121014118,8292672.0
121014119,418607611.6
121014211,1920.0
121014215,89380.5
121014217,1951257.0
121014218,2829548.56
121014219,2108793.0
121014312,1600.0
121014317,1123910.0
121014318,427240422.82
121014319,72795292.56
121014415,318835822.0
121014417,682090.0
121014418,12305202.44
121014419,83100.0
121014515,587487039.9
121014518,39241009.81
121014519,28535378.46
121014613,0.0
121014615,1208016.5
121014618,9314710.5
121014619,2888226.29
121014714,2020.0
121014715,72702624.6
121014717,13686591.0
121014718,24872554.03
121014719,4732610.1
121014813,3900.0
121014815,2284862.0
121014817,8068123.0
121014818,50694541.17
121014819,1866460.0
121014911,765.0
121014914,304910.0
121014915,3981184.5
121014917,793655711.0
121014918,868115386.03
121015011,25770.0
121015014,180700.0
121015015,19808355.6
121015016,1065448.0
121015017,335137159.0
121015018,20325794.01
121015111,33240.0
121015115,152779068.0
121015116,1536756.0
121015117,647648.0
121015118,5675503.5
121015211,500.0
121015212,32493.0
121015215,294842966.0
121015217,1089771.0
121015218,2227155.01
121015315,37100479.2
121015317,9580738.0
121015318,17867055.74
121015319,593297732.56
121015411,800.0
121015415,569488830.3
121015418,2249302.5
121015419,58778318.09
121015515,44077507.8
121015516,272871725.2
121015518,4080942.0
121015519,16744334.29
121015615,19655520.1
121015618,517537710.04
121015619,891760.5
121015715,57025019.0
121015718,48325099.4
121015719,3162645.0
121015815,296651399.0
121015818,11138681.0
121015819,5731405.1
121015914,1400.0
121015915,573332918.4
121015917,268550254.0
121015918,4508064.51
121016012,180.0
121016014,1260.0
121016015,783851.0
121016017,29907635.0
121016018,8028592.0
121016019,98174012.32
121016113,960.0
121016114,1540.0
121016115,581840.0
121016118,47659920.82
121016119,35413.0
121016212,2410.0
121016214,2569090.0
121016215,484055452.7
121016217,38450576.0
121016218,120320169.76
121016219,5603216.55
121016313,1800.0
121016317,9919415.0
121016318,88306403.33
121016319,6434587.4
121016415,214412030.9
121016416,18600.0
121016417,1925476.0
121016418,253132971.88
121016419,911340.0
121016513,400.0
121016515,173752385.2
121016517,3915309.0
121016519,931941.0
121016618,10583414.44
121016619,56652916.63
121016712,1200.0
121016715,36448738.3
121016717,75754973.0
121016718,548216762.97
121016719,187973.5
121016814,319937.5
121016815,761930.0
121016817,807233.0
121016818,2125748.85
121016819,349243824.5
121016913,600.0
121016915,110883735.5
121016918,588883.5
121016919,181469735.01
121017015,1680757.0
121017018,1324522.05
121017019,4229946.52
121017111,57050.0
121017115,39628856.6
121017117,190037983.0
121017118,1699681.5
121017213,2000.0
121017215,17265095.2
121017217,4483340.0
121017218,11690948.5
121017219,9479265.98
121017310,240.0
121017313,240.0
121017317,13573726.0
121017318,37448540.97
121017319,391618.0
121017411,3085.0
121017412,540.0
121017413,11050.0
121017415,1444212.0
121017417,11031012.0
121017418,80639550.98
121017419,463485.0
121017514,1660.0
121017515,121770114.1
121017517,10598124.0
121017518,115402502.81
121017519,13756282.26
121017614,760.0
121017615,353788.5
121017617,1036725434.0
121017618,11349996.0
121017619,1429137.0
121017715,30778027.4
121017717,10495889.0
121017719,6689235.5
121017811,500.0
121017815,1633834.0
121017817,675390964.0
121017818,95167526.89
121017819,42898693.12
121017914,7500.0
121017915,7759589.8
121017918,1962266.5
121017919,108473817.14
121018013,200.0
121018016,33887947.04
121018017,11763394.0
121018018,123399519.19
121018019,1203696013.3
121018112,1680.0
121018115,27984071.0
121018116,99530233.94
121018117,699254.0
121018118,3082763.02
121018119,58351843.08
121018216,19253233.42
121018217,32074783.0
121018218,30384061.87
121018219,16949986.24
121018316,8252640.7
121018317,26991451.0
121018318,6800228.94
121018410,54060.0
121018412,1385.0
121018413,3000.0
121018415,13196732.8
121018416,2165614.0
121018417,12401514.0
121018418,68002109.13
121018515,2106938.5
121018516,2883624.01
121018517,1534736.0
121018518,27438807.78
121018519,3924123.0
121018615,687596.5
121018616,530917936.6
121018617,2362257.0
121018618,5129695.51
121018619,4972510.48
121018715,1056040.0
121018716,344190718.3
121018717,3206246.0
121018718,745019.5
121018719,212821214.01
121018813,250.0
121018815,5034342.4
121018816,1570380294.0
121018817,138152939.0
121018818,13839305.15
121018819,1490149.5
121018913,148220.0
121018914,3310.0
121018915,156861.0
121018916,1479719.51
121018918,1133848.0
121018919,27120188.51
121019013,1580.0
121019015,292389696.8
121019016,25177029.87
121019017,97960998.0
121019018,145448.0
121019019,1564262.0
121019113,1600.0
121019114,575530.0
121019115,1546580.5
121019116,244624727.1
121019117,7304343.0
121019118,13034773.4
121019215,5900.0
121019216,26818936.95
121019217,71173828.0
121019218,11602094.0
121019219,5131647.53
121019314,400.0
121019315,4327265.7
121019316,27552066.24
121019317,1097314.0
121019318,22882152.25
121019319,7897741.62
121019413,240.0
121019414,1700.0
121019415,655891.5
121019416,373765787.1
121019417,6142519.0
121019418,7604945.8
121019419,8569387.42
121019515,3353017.2
121019516,85616378.36
121019517,521791823.0
121019518,526930.0
121019519,54010254.23
121019615,1276031.0
121019616,181669329.7
121019617,57293208.0
121019618,878324.5
121019619,3064805.0
121019715,259204335.6
121019716,2256872.0
121019718,200123441.01
121019814,24845.0
121019815,2660658.6
121019817,812149.0
121019818,11167919.06
121019819,2828528.0
121019912,54265.0
121019915,133745461.4
121019916,378059.0
121019917,1381021.0
121019918,2764005.51
121019919,3203581.62
121020012,1045.0
121020015,2338049.9
121020016,12352913.62
121020017,5984473.0
121020018,5096521.97
121020019,4601033.6
121020115,136105721.4
121020116,6746190.9
121020118,472520804.83
121020210,0.0
121020215,302904460.6
121020216,9948422.07
121020218,14688038.39
121020219,41616573.67
121020315,42190953.9
121020316,1735656.2
121020317,4075657.0
121020318,2556867.51
121020319,4288938.5
121020411,1710.0
121020414,1850.0
121020415,26069577.2
121020416,113009869.4
121020417,814425.0
121020418,564602377.68
121020419,4902848.0
121020514,780.0
121020515,23967.5
121020516,58733.5
121020517,35967571.0
121020518,175710506.24
121020519,2093517.0
121020615,1282382.0
121020616,1191851.0
121020617,3871491.0
121020618,7052504.0
121020619,17612144.67
121020710,2050.0
121020715,450738.0
121020716,44554615.86
121020717,41437146.0
121020718,10646513.0
121020719,1508877.0
121020814,4814265.5
121020815,27668770.7
121020816,1576405.0
121020817,9702077.0
121020818,128011267.6
121020819,15807297.81
121020910,250.0
121020915,182432425.1
121020916,246493212.4
121020917,10741189.0
121020918,34031876.15
121021010,1700.0
121021014,822023.0
121021015,571224107.2
121021016,288508493.4
121021017,564531440.0
121021018,5182537.67
121021019,6720891.97
121021113,940.0
121021114,500.0
121021115,1652357.0
121021116,18231694.85
121021117,67791.0
121021118,14054639.01
121021119,4795133.5
121021210,2300.0
121021213,720.0
121021215,330529.6
121021216,7378749.21
121021217,23094240.0
121021218,207737248.13
121021219,117789747.38
121021312,250.0
121021315,2330104.0
121021316,208838073.6
121021317,1151353.0
121021318,1393898.5
121021319,1065210005.03
121021414,500.0
121021415,136223214.8
121021416,19565350.78
121021417,20381625.0
121021418,8751895.75
121021419,2527935.85
121021514,385450.0
121021516,12572951.53
121021517,351995.0
121021518,4097465.36
121021611,635.0
121021612,260.0
121021615,8171959.8
121021616,5381233.7
121021617,1311310.0
121021618,3243553.8
121021619,179239.0
121021703,13720.0
121021713,830.0
121021715,767274597.9
121021716,3915041.02
121021717,866359507.0
121021718,170287050.61
121021719,1121948935.25
121021810,2396.0
121021815,818004.5
121021817,406436.0
121021818,851489.02
121021819,2595629.5
121021911,1200.0
121021912,1110.0
121021913,540.0
121021915,30701345.4
121021916,11998709.88
121021917,480077.0
121021918,1342679.0
121021919,1541769.0
121022015,32019740.2
121022016,10113896.93
121022018,1913257923.06
121022019,1683790.5
121022115,47245168.2
121022117,2240087.0
121022118,160443494.15
121022119,10252284.84
121022210,550.0
121022215,295133.0
121022217,5853559.0
121022218,22801547.38
121022316,928216745.5
121022317,153390.0
121022318,2469477.5
121022319,1397680.0
121022410,1240.0
121022414,540.0
121022415,666653511.4
121022416,19614459.37
121022417,8727436.0
121022418,2347156.0
121022419,1015408.5
121022511,2000.0
121022514,300.0
121022515,318936272.3
121022516,264977359.4
121022517,45101635.0
121022518,1220818.5
121022615,1337996.9
121022616,131635794.8
121022617,357229.0
121022618,3332702.5
121022619,5400212.0
121022712,6655.0
121022714,13860.0
121022715,53847272.8
121022716,150674841.8
121022717,272142477.0
121022718,67367964.5
121022719,116870342.06
121022810,200.0
121022813,3500.0
121022815,209594785.2
121022816,10598374.19
121022817,2030904.0
121022818,9629162.0
121022819,51609872.85
121022912,1010.0
121022914,400.0
121022915,31658644.7
121022916,40843900.62
121022917,1229588275.0
121022918,2430003.0
121022919,4554745.0
121023015,1923404.0
121023016,65446600.0
121023017,9393996.0
121023018,976775.5
121023019,701958.5
121023115,39130.0
121023116,233410373.5
121023117,3041967.0
121023118,5914481.97
121023119,1463723.97
121023214,7055.0
121023215,8283641.4
121023217,8907148.0
121023218,235748882.96
121023315,24463057.19
121023316,192821987.1
121023317,6774523.0
121023318,347596.5
121023411,750.0
121023413,100.0
121023415,37212428.6
121023417,4929441.0
121023418,8688967.7
121023513,2820.0
121023514,3486872.5
121023515,67152618.68
121023516,11837905.53
121023517,33890697.0
121023614,170820.0
121023615,3256540.0
121023616,62222504.74
121023617,644495.0
121023618,17873016.0
121023619,147530273.22
121023712,1190.0
121023714,900.0
121023715,20252624.3
121023716,237323.0
121023717,820051.0
121023718,1881097.83
121023719,5956132.53
121023814,9190783.0
121023815,42715503.3
121023816,1268832.0
121023817,46061688.67
121023818,145530838.58
121023912,41510.0
121023914,259400.0
121023915,599420.0
121023916,1330803.5
121023917,27476033.0
121023918,387247.0
121023919,1170454.5
121024015,156057948.6
121024016,152082035.7
121024017,25637112.0
121024018,5302962.0
121024110,135.0
121024115,2151825.5
121024116,1929078.8
121024117,159937957.0
121024118,1019186336.23
121024215,7196756.0
121024216,12637262.27
121024217,1853816.01
121024218,185921616.56
121024219,627891.0
121024315,355677.0
121024316,197523791.1
121024317,164220663.0
121024318,3587129.82
121024319,54901055.25
121024415,4467584.0
121024416,259506847.3
121024417,2418702.0
121024418,11394436.51
121024419,754257.0
121024511,500.0
121024514,600.0
121024515,5831860.3
121024516,1296267.0
121024517,12757153.0
121024518,78923665.91
121024519,29286455.56
121024615,388332666.5
121024616,1551191.5
121024617,627421971.0
121024619,8887735.0
121024713,12795.0
121024715,24670851.9
121024716,2353213.5
121024717,160091.0
121024718,4821362.34
121024719,1392473.5
121024815,991582.0
121024816,15997808.72
121024817,2453149.0
121024819,120973463.02
121024914,598774.0
121024915,1658861425.5
121024916,4148666.6
121024917,21639813.0
121024918,131101067.99
121024919,5356443.0
121025012,80.0
121025015,135945.0
121025016,51083368.6
121025017,229507962.0
121025018,19481299.96
121025114,618196.0
121025115,137409029.8
121025116,342234.5
121025117,178652162.0
121025118,8708659.3
121025119,4116973.5
121025213,1100.0
121025214,47165374.6
121025215,14761087.58
121025216,15861166.16
121025217,534899.0
121025218,139736948.78
121025219,6341493.0
121025312,3240.0
121025314,14864.0
121025315,2351960.0
121025316,1243908.0
121025317,272316.0
121025318,4943028.64
121025319,749703.0
121025414,178490.0
121025415,501467.0
121025416,198729039.2
121025417,213473.0
121025418,537157.0
121025419,46769961.08
121025513,4321638.0
121025514,261210.0
121025515,1183688.85
121025516,69327730.48
121025517,20560267.06
121025518,1520626501.45
121025519,3787327.94
121025612,27780.0
121025614,14800.0
121025615,1077536.96
121025616,7039371.17
121025617,20954669.0
121025618,4720682.5
121025619,1107949704.83
121025712,775.0
121025715,60057994.01
121025716,56688685.61
121025717,424048805.24
121025718,3365682.0
121025719,3008230.0
121025815,12530627.68
121025816,5667952.0
121025817,4522412.0
121025818,2534855.5
121025819,135020.0
121025915,399304.0
121025916,1948760.0
121025917,121042065.0
121025918,1689958.0
121025919,54392427.18
121026015,9585014.0
121026016,1093810.0
121026017,1320524.0
121026018,2236562.0
121026019,74778916.1
121026114,154672.0
121026115,13661902.01
121026116,1125302.0
121026117,1614105.0
121026119,183350.0
121026215,1006737153.0
121026216,843310.0
121026217,558928.0
121026218,1769136.5
121026219,1911944865.95
121026314,4000.0
121026315,36408445.16
121026316,759526.0
121026317,5807856.0
121026318,2902116.5
121026414,940421.0
121026415,216000243.9
121026416,883640.0
121026417,15207043.0
121026418,487588232.9
121026419,37902230.42
121026514,163426793.1
121026515,389144352.5
121026516,745510.0
121026517,5345387.0
121026518,12485763.03
121026519,3553554.0
121026614,1016410635.3
121026616,1017220.0
121026617,8212677.0
121026618,8656637.0
121026619,175534533.78
121026713,5605.0
121026716,960353.0
121026717,3692019.0
121026718,59431246.03
121026816,141365822.7
121026817,862471426.0
121026818,59242029.38
121026819,805605.0
121026913,5250.0
121026914,1774270.5
121026916,10528278.12
121026917,23773163.0
121026918,19204193.49
121026919,330490318.8
121027012,120.0
121027016,6574498.04
121027017,17423989.0
121027018,13565513.72
121027019,5192182.2
121027113,735.0
121027116,17156192.12
121027117,152873.0
121027118,17508107.94
121027214,4855.0
121027216,98547341.55
121027217,1773807.0
121027218,19111517.11
121027314,70585887.0
121027316,532354012.8
121027317,3275833.51
121027319,2338788.5
121027414,71880.0
121027416,1288356732.0
121027417,32327724.47
121027418,1074815.0
121027419,49649069.06
121027513,6615.0
121027514,97499173.6
121027516,1561646.0
121027517,1246587858.0
121027518,17541830.0
121027519,1890368076.47
121027613,2015.0
121027614,468052.5
121027616,1928553.82
121027617,3671674.5
121027618,1565766.0
121027619,1154562.5
121027712,0.0
121027714,127323481.9
121027716,30299445.81
121027717,4178425.0
121027718,57202293.85
121027719,1450743.0
121027814,279056211.8
121027816,177431541.4
121027817,133292498.7
121027818,253554283.34
121027819,1547413.5
121027914,17050.0
121027916,988205.5
121027917,77806917.35
121027918,421350696.4
121027919,12343092.21
121028012,15960.0
121028013,1240.0
121028016,3712390.5
121028017,2638395.0
121028018,1545358.03
121028019,1875740.5
121028114,560.0
121028116,2309086.11
121028117,6100022.02
121028118,224851164.51
121028119,740803.0
121028214,1554380.0
121028216,191082889.4
121028217,5324934.5
121028218,10097673.5
121028219,2497043.7
121028314,1292268.5
121028316,8670345.9
121028317,84984282.58
121028318,7179466.0
121028319,4416590.45
121028414,21446204.8
121028416,198641319.8
121028417,5170329.0
121028419,249896477.92
121028512,225.0
121028514,970276839.8
121028516,57325797.22
121028517,370681415.84
121028518,1278044179.16
121028519,88901299.13
121028614,488223744.1
121028616,6003344.53
121028617,473914546.24
121028618,34272534.38
121028714,171633351.8
121028716,823401.8
121028717,124478239.21
121028718,3536769.0
121028719,2617932.5
121028812,785.0
121028814,132820.0
121028816,22139435.82
121028817,1886196.71
121028818,1602326.0
121028914,45591475.9
121028916,23614828.43
121028917,356061708.93
121028918,453503948.86
121028919,369016.5
121029014,123190.0
121029016,557128.5
121029018,5119114.74
121029019,3586753.0
121029113,1270.0
121029114,362839152.4
121029116,255305185.9
121029117,18552746.63
121029118,2710315.25
121029214,50987664.1
121029216,1398264684.0
121029218,84636096.26
121029219,267748808.6
121029314,621050.0
121029316,1339630.5
121029317,20836073.0
121029318,44475165.57
121029319,281077.0
121029414,23721537.6
121029416,504582.0
121029417,187196927.35
121029418,573225709.24
121029419,18070147.14
121029513,3880.0
121029514,566924625.9
121029516,2701844.0
121029517,17174328.05
121029518,21919521.32
121029612,360.0
121029614,168723.0
121029616,13346455.02
121029618,52997308.63
121029714,18000779.3
121029716,94899.0
121029718,1012749.0
121029719,3280933.02
121029812,3750.0
121029814,1797072.0
121029816,3659719.5
121029818,364844.5
121029819,2975488.0
121029914,119443669.1
121029916,57783155.18
121029918,2487021.25
121029919,14910889.98
121030014,963728813.5
121030016,1740504.3
121030018,126785757.31
121030112,490.0
121030114,7436742.5
121030116,526971891.5
121030118,8203218.52
121030119,543036.5
121030212,7440.0
121030216,208532121.8
121030218,151063497.46
121030219,16853447.16
121030316,1988742.0
121030318,643121241.37
121030319,4498564.1
121030416,56184560.62
121030418,9538379.99
121030516,1538127.69
121030518,31581067.27
121030519,371749522.96
121030616,922362215.0
121030618,623349.0
121030619,1315843.0
121030712,1500.0
121030716,298134559.0
121030718,33261829.55
121030719,7161494.96
121030813,195060.0
121030816,8459304.83
121030818,22885382.9
121030819,490745769.35
121030916,151176.0
121030918,91001263.44
121030919,10343706.65
121031012,450.0
121031016,2986806.91
121031018,5712897.7
121031019,35447031.9
121031116,193758.0
121031118,37445187.25
121031119,599348.0
121031216,31130376.01
121031218,2823286.5
121031219,1577907.9
121031318,4193953.88
121031319,1535466.0
121031412,6730.0
121031418,9311592.0
121031516,235444487.0
121031518,1861529.5
121031613,600.0
121031616,2390372.0
121031618,1269669.5
121031712,11100.0
121031716,4674744.68
121031718,4125487.0
121031816,25500264.91
121031818,2061582.5
121031912,500.0
121031913,0.0
121031916,12162604.45
121031918,87382668.68
121031919,4654563.09
121032016,665442.0
121032018,1253807.0
121032019,1850900.0
121032116,6107001.74
121032118,5054311.03
121032216,177890557.5
121032219,268686876.18
121032313,1150.0
121032316,415620874.6
121032319,87446283.62
121032416,4000811.0
121032419,220728.0
121032513,5400.0
121032516,84370.0
121032616,262803951.6
121032713,120.0
121032716,12129492.85
121032816,1081445.0
121032819,6121824.0
121032916,131572.0
121032919,160317.0
121033016,90818.0
121033019,6164575.34
121033116,95766115.0
121033119,106125455.62
121033213,35845.0
121033216,9661795.0
121033219,13079651.5
121033312,450.0
121033316,18573525.0
121033319,40822738.4
121033416,5462267.0
121033419,38460928.47
121033516,228620767.0
121033519,4125676.5
121033616,32935350.0
121033716,74550032.0
121033719,912125.4
121033816,457334.0
121033819,2226966.5
121033916,16058669.0
121033919,533483.0
121034016,3427616.0
121034019,25246662.0
121034116,4845355.0
121034212,550.0
121034216,1242819.0
121034219,30672799.21
121034316,576349256.0
121034416,45623.0
121034516,6375092.0
121034616,318472126.0
121034619,874498.0
121034716,241406432.0
121034816,551379650.0
121034916,1967378.0
121034919,1120026171.85
121035016,1790051.0
121035019,2631285.0
121035116,30465095.0
121035216,4839381.0
121035219,1281198.0
121035316,406271.0
121035516,32894785.0
121035519,5461209.45
121035616,33438652.0
121035716,356884.0
121035819,1342936.5
121035919,175003.51
121036019,190311252.73
121036119,64137344.99
121036319,836561.0
121036619,820589.0
121036719,23202909.88
121036819,2938610.5
121037019,4540375.73
121038219,3143790.5
121038319,18001772.43
122000311,860810.0
122000610,245630.0
122000611,11618085.0
122001011,67900.0
122001411,52115.0
122001412,62200.0
123000110,5830.0
123000210,1446400.0
124000110,2650.0
124000111,7680.0
124000112,12708.0
124000113,1820.0
124000115,2233891.5
124000116,824916025.1
124000117,263010.0
124000118,115785026.19
124000119,15523879.43
124000210,4070.0
124000212,20145.0
124000213,5280.0
124000216,4640706.79
124000217,886614109.0
124000218,7305550.02
124000219,212345239.88
124000310,42330.0
124000311,5320.0
124000313,131460.0
124000314,172205.0
124000315,1140.0
124000316,2048126108.0
124000317,1376726723.0
124000318,8279477.27
124000319,3196478.46
124000410,16524.0
124000412,5560.0
124000413,3780.0
124000415,541544657.5
124000417,4735418.0
124000418,5548199.52
124000419,1022685.5
124000510,3615.0
124000512,200.0
124000513,11435.0
124000514,15050.0
124000515,1171085.6
124000516,24984169.38
124000517,78977834.0
124000611,5490.0
124000613,12910.0
124000614,1440.0
124000615,60669755.8
124000616,13736207.98
124000618,2090804.5
124000619,8335973.79
124000710,6970.0
124000711,2640.0
124000715,489919.0
124000716,8448001.68
124000717,790072.0
124000718,87194421.31
124000719,1689540830.24
124000810,4610.0
124000811,6100.0
124000812,240.0
124000813,13225.0
124000814,12350.0
124000815,57395723.1
124000816,2660830.11
124000817,92186865.0
124000818,13596322.7
124000905,100.0
124000910,1010.0
124000911,94515.0
124000912,6900.0
124000913,7150.0
124000915,828885082.3
124000916,1293483.0
124000918,129789102.3
124000919,866283.0
124001012,24000.0
124001013,137595.5
124001014,240405.0
124001015,1212329.5
124001016,42761992.59
124001019,187892580.14
124001111,740.0
124001112,3590.0
124001113,20260.0
124001114,671713.0
124001115,6929900.0
124001116,78745572.01
124001117,22128515.0
124001118,5504026.84
124001119,2013404.5
124001211,450.0
124001212,620.0
124001213,22720.0
124001215,1623640.0
124001217,1097913.0
124001218,3195765.0
124001219,663160.0
124001310,15676.0
124001312,850.0
124001314,185900.0
124001316,200.0
124001317,91859405.0
124001319,6252883.58
124001410,680.0
124001411,2190.0
124001412,609274.0
124001413,740.0
124001414,2260.0
124001415,59524891.3
124001416,710343036.2
124001418,13717189.49
124001419,2878199.61
124001512,45905.0
124001514,60840.0
124001515,1085575.5
124001516,125178.0
124001517,558049518.0
124001518,39100731.01
124001519,220907433.44
124001610,25170.0
124001611,24455.0
124001612,7355.0
124001614,137685.0
124001615,21548913.0
124001617,1390392637.0
124001618,2850837.17
124001710,6275.0
124001711,58890.0
124001712,46556.0
124001714,179510.0
124001715,1646580645.7
124001718,37727251.53
124001719,32011655.55
124001813,18470.0
124001814,654165.0
124001815,268600.0
124001817,3696167.0
124001818,14877801.96
124001819,373640084.53
124001910,17055.0
124001911,10400.0
124001915,14152495.9
124001917,5480410.0
124001918,24176724.07
124002012,40995.0
124002013,39251.0
124002016,2200.0
124002017,14901756.0
124002018,81984322.3
124002019,13779632.32
124002110,350.0
124002113,150.0
124002114,19610.0
124002115,22438188.5
124002117,120700156.0
124002118,18655040.19
124002119,38045964.05
124002212,842234.0
124002213,1540.0
124002215,158025089.1
124002216,37926670.82
124002217,352061100.0
124002218,38432582.68
124002219,947288.0
124002313,6160.0
124002314,284855.0
124002315,963742523.0
124002316,543060127.4
124002318,853370310.26
124002319,1721642.08
124002411,1040.0
124002412,9530.0
124002413,1950.0
124002414,414510.0
124002415,69348521.8
124002416,513783.98
124002418,8279012.24
124002512,9880.0
124002513,150.0
124002514,474785.0
124002515,120.0
124002516,887099204.6
124002518,1125242943.91
124002519,128650.0
124002613,2310.0
124002615,7680197.5
124002616,10980741.86
124002619,1834079.5
124002713,3450.0
124002714,1198474.0
124002716,585614.0
124002717,3094683.0
124002718,3644365.83
124002812,0.0
124002813,177120.0
124002814,804056.0
124002816,1971005085.0
124002817,51992103.0
124002818,21282107.64
124002819,1035312.29
124002912,0.0
124002913,7520.0
124002914,375580.0
124002915,36128225.5
124002916,1261445.2
124002917,138329559.0
124002918,14458669.43
124002919,3370796.5
124003012,350.0
124003013,4570.0
124003014,2971539.0
124003015,18217830.4
124003016,3750.0
124003017,34163829.0
124003018,92795945.78
124003019,26931468.31
124003112,52446.0
124003114,66360.0
124003115,20747300.3
124003117,9288230.0
124003119,1384241.0
124003212,12354.0
124003213,313596.0
124003214,2464499.0
124003215,5443603.0
124003217,197948108.0
124003218,10196009.51
124003312,1100.0
124003313,600.0
124003314,16429913.0
124003315,2522400.0
124003317,1433981.0
124003318,2866852.28
124003413,4970.0
124003414,2719188.7
124003416,150542231.8
124003417,93383045.0
124003513,4715.0
124003516,1680265.85
124003517,125810499.0
124003518,116831317.07
124003519,1478921168.46
124003615,1000157204.4
124003616,2232505.12
124003617,39782331.0
124003618,4479029.99
124003712,9290.0
124003715,9395970.8
124003717,43823795.0
124003718,4326532.95
124003812,18420.0
124003813,24240.0
124003815,4715932.5
124003816,42860.0
124003818,3635744.5
124003912,1050.0
124003913,7840.0
124003916,2253020.0
124003917,38455227.0
124003918,7200148.12
124004012,288306.0
124004013,79910.0
124004015,295861890.8
124004016,3391682.18
124004018,625157209.55
124004112,25926.0
124004113,45485.0
124004115,176063513.0
124004116,35814.0
124004117,479405950.0
124004213,115494.0
124004215,20380982.2
124004216,313957175.4
124004217,576773365.0
124004218,5486662.94
124004219,4521233.86
124004315,91534194.69
124004316,52288343.07
124004318,10348980.14
124004413,39870.0
124004415,6000.0
124004416,4004861.5
124004417,57876925.56
124004418,739485125.85
124004515,9716033.99
124004517,6607377.87
124004518,14919031.21
124004519,487397070.11
124004616,744089095.3
124004716,64734023.48
124004718,3377378.97
124004816,8189682.18
124004819,1135592.0
124005016,693607669.5
124005018,354447104.73
124005019,24966272.15
124005116,34979.5
124005118,988639946.66
124005219,5422352.53
124005316,273999867.0
124005319,1280497.5
124005416,4475530.0
124005418,64396723.21
124005519,29753721.74
124005619,517116584.52
124005719,16277926.46
124005819,94900.0
124005919,136958.0
124006019,874071.0
124006119,79605056.95
124006219,73700.0
124006319,75300.0
124006419,977447.5
124006619,32198090.69
124006719,1252718.5
124006819,5966157.5
124006919,2488435.51
124007019,1666556.5
124007719,508898.5
124007819,25475357.99
124008019,4390438.01
124008119,689483900.11
124008319,12875350.34
124008619,39487690.69
124008819,792451044.86
124009019,7899828.75
124009119,908580.5
124009319,38067198.96
124009519,4012546.5
124009619,1827244672.81
124009719,3885434.5
124009819,2312351.5
124009919,1550212.0
